-2.742758	-2.2503824	-2.6279676	-2.742758	-1.9415624	-2.742758	-1.8007934	-1.9709736	-2.5936759	-2.2393742
-3.2939608	-1.6462767	-3.3569546	-3.3569546	-1.9294972	-3.3569546	-1.6388272	-1.6444652	-3.288095	-2.3461823
-2.742758	-2.2503824	-2.6279676	-2.742758	-1.9415624	-2.742758	-1.8007934	-1.9709736	-2.5936759	-2.2393742
-2.742758	-2.2503824	-2.6279676	-2.742758	-1.9415624	-2.742758	-1.8007934	-1.9709736	-2.5936759	-2.2393742
-2.742758	-2.2503824	-2.6279676	-2.742758	-1.9415624	-2.742758	-1.8007934	-1.9709736	-2.5936759	-2.2393742
-2.742758	-2.2503824	-2.6279676	-2.742758	-1.9415624	-2.742758	-1.8007934	-1.9709736	-2.5936759	-2.2393742
-3.186365	-1.8302265	-3.186365	-3.186365	-1.9034094	-3.186365	-1.6316457	-1.7534077	-3.0389056	-2.2200963
-2.5296564	-2.3335884	-2.5308447	-2.6046615	-1.9801373	-2.6046615	-1.9077919	-1.9941269	-2.5330973	-2.365364
-2.5296564	-2.3335884	-2.5308447	-2.6046615	-1.9801373	-2.6046615	-1.9077919	-1.9941269	-2.5330973	-2.365364
-2.5296564	-2.3335884	-2.5308447	-2.6046615	-1.9801373	-2.6046615	-1.9077919	-1.9941269	-2.5330973	-2.365364
